Zählpunktbezeichnung;Kennzahl;Zählernummer;Exportiere ab;Exportiere bis;Exportiere ab;Exportiere bis
AT0090000000000000000000000049656;1-1:1.9.0 P.01;;01.10.2023;31.10.2023;00:00;00:00
Startdatum;Startuhrzeit;Enddatum;Enduhrzeit;Verbrauch (in kWh);Zählerstand um 24 Uhr (in kWh);Status
04.10.2023;14:15;04.10.2023;14:30;0,123;-;Wahrer Wert
04.10.2023;14:30;04.10.2023;14:45;0,002;-;Wahrer Wert
04.10.2023;14:45;04.10.2023;15:00;0,004;-;Wahrer Wert
04.10.2023;15:00;04.10.2023;15:15;0,009;-;Wahrer Wert
04.10.2023;15:15;04.10.2023;15:30;0,000;-;Wahrer Wert
04.10.2023;15:30;04.10.2023;15:45;0,000;-;Wahrer Wert
04.10.2023;15:45;04.10.2023;16:00;0,000;-;Wahrer Wert
04.10.2023;16:00;04.10.2023;16:15;0,000;-;Wahrer Wert
04.10.2023;16:15;04.10.2023;16:30;0,000;-;Wahrer Wert
04.10.2023;16:30;04.10.2023;16:45;0,000;-;Wahrer Wert
04.10.2023;16:45;04.10.2023;17:00;0,000;-;Wahrer Wert
04.10.2023;17:00;04.10.2023;17:15;0,000;-;Wahrer Wert
04.10.2023;17:15;04.10.2023;17:30;0,000;-;Wahrer Wert
04.10.2023;17:30;04.10.2023;17:45;0,195;-;Wahrer Wert
04.10.2023;17:45;04.10.2023;18:00;0,037;-;Wahrer Wert
04.10.2023;18:00;04.10.2023;18:15;0,050;-;Wahrer Wert
04.10.2023;18:15;04.10.2023;18:30;0,072;-;Wahrer Wert
04.10.2023;18:30;04.10.2023;18:45;0,073;-;Wahrer Wert
04.10.2023;18:45;04.10.2023;19:00;0,199;-;Wahrer Wert
04.10.2023;19:00;04.10.2023;19:15;0,080;-;Wahrer Wert
04.10.2023;19:15;04.10.2023;19:30;0,091;-;Wahrer Wert
04.10.2023;19:30;04.10.2023;19:45;0,078;-;Wahrer Wert
04.10.2023;19:45;04.10.2023;20:00;0,091;-;Wahrer Wert
04.10.2023;20:00;04.10.2023;20:15;0,106;-;Wahrer Wert
04.10.2023;20:15;04.10.2023;20:30;0,153;-;Wahrer Wert
04.10.2023;20:30;04.10.2023;20:45;0,146;-;Wahrer Wert
04.10.2023;20:45;04.10.2023;21:00;0,173;-;Wahrer Wert
04.10.2023;21:00;04.10.2023;21:15;0,152;-;Wahrer Wert
04.10.2023;21:15;04.10.2023;21:30;0,151;-;Wahrer Wert
04.10.2023;21:30;04.10.2023;21:45;0,135;-;Wahrer Wert
04.10.2023;21:45;04.10.2023;22:00;0,142;-;Wahrer Wert
04.10.2023;22:00;04.10.2023;22:15;0,134;-;Wahrer Wert
04.10.2023;22:15;04.10.2023;22:30;0,072;-;Wahrer Wert
04.10.2023;22:30;04.10.2023;22:45;0,066;-;Wahrer Wert
04.10.2023;22:45;04.10.2023;23:00;0,071;-;Wahrer Wert
04.10.2023;23:00;04.10.2023;23:15;0,078;-;Wahrer Wert
04.10.2023;23:15;04.10.2023;23:30;0,074;-;Wahrer Wert
04.10.2023;23:30;04.10.2023;23:45;0,055;-;Wahrer Wert
04.10.2023;23:45;05.10.2023;00:00;0,067;-;Wahrer Wert
05.10.2023;00:00;05.10.2023;00:15;0,074;-;Wahrer Wert
05.10.2023;00:15;05.10.2023;00:30;0,073;-;Wahrer Wert
05.10.2023;00:30;05.10.2023;00:45;0,055;-;Wahrer Wert
05.10.2023;00:45;05.10.2023;01:00;0,066;-;Wahrer Wert
05.10.2023;01:00;05.10.2023;01:15;0,064;-;Wahrer Wert
05.10.2023;01:15;05.10.2023;01:30;0,082;-;Wahrer Wert
05.10.2023;01:30;05.10.2023;01:45;0,058;-;Wahrer Wert
05.10.2023;01:45;05.10.2023;02:00;0,063;-;Wahrer Wert
05.10.2023;02:00;05.10.2023;02:15;0,063;-;Wahrer Wert
05.10.2023;02:15;05.10.2023;02:30;0,084;-;Wahrer Wert
05.10.2023;02:30;05.10.2023;02:45;0,056;-;Wahrer Wert
05.10.2023;02:45;05.10.2023;03:00;0,071;-;Wahrer Wert
05.10.2023;03:00;05.10.2023;03:15;0,058;-;Wahrer Wert
05.10.2023;03:15;05.10.2023;03:30;0,083;-;Wahrer Wert
05.10.2023;03:30;05.10.2023;03:45;0,067;-;Wahrer Wert
05.10.2023;03:45;05.10.2023;04:00;0,064;-;Wahrer Wert
05.10.2023;04:00;05.10.2023;04:15;0,055;-;Wahrer Wert
05.10.2023;04:15;05.10.2023;04:30;0,073;-;Wahrer Wert
05.10.2023;04:30;05.10.2023;04:45;0,070;-;Wahrer Wert
05.10.2023;04:45;05.10.2023;05:00;0,066;-;Wahrer Wert
05.10.2023;05:00;05.10.2023;05:15;0,051;-;Wahrer Wert
05.10.2023;05:15;05.10.2023;05:30;0,069;-;Wahrer Wert
05.10.2023;05:30;05.10.2023;05:45;0,075;-;Wahrer Wert
05.10.2023;05:45;05.10.2023;06:00;0,073;-;Wahrer Wert
05.10.2023;06:00;05.10.2023;06:15;0,065;-;Wahrer Wert
05.10.2023;06:15;05.10.2023;06:30;0,073;-;Wahrer Wert
05.10.2023;06:30;05.10.2023;06:45;0,079;-;Wahrer Wert
05.10.2023;06:45;05.10.2023;07:00;0,087;-;Wahrer Wert
05.10.2023;07:00;05.10.2023;07:15;0,055;-;Wahrer Wert
05.10.2023;07:15;05.10.2023;07:30;0,045;-;Wahrer Wert
05.10.2023;07:30;05.10.2023;07:45;0,044;-;Wahrer Wert
05.10.2023;07:45;05.10.2023;08:00;0,049;-;Wahrer Wert
05.10.2023;08:00;05.10.2023;08:15;0,005;-;Wahrer Wert
05.10.2023;08:15;05.10.2023;08:30;0,001;-;Wahrer Wert
05.10.2023;08:30;05.10.2023;08:45;0,000;-;Wahrer Wert
05.10.2023;08:45;05.10.2023;09:00;0,000;-;Wahrer Wert
05.10.2023;09:00;05.10.2023;09:15;0,000;-;Wahrer Wert
05.10.2023;09:15;05.10.2023;09:30;0,000;-;Wahrer Wert
05.10.2023;09:30;05.10.2023;09:45;0,000;-;Wahrer Wert
05.10.2023;09:45;05.10.2023;10:00;0,000;-;Wahrer Wert
05.10.2023;10:00;05.10.2023;10:15;0,002;-;Wahrer Wert
05.10.2023;10:15;05.10.2023;10:30;0,000;-;Wahrer Wert
05.10.2023;10:30;05.10.2023;10:45;0,000;-;Wahrer Wert
05.10.2023;10:45;05.10.2023;11:00;0,000;-;Wahrer Wert
05.10.2023;11:00;05.10.2023;11:15;0,004;-;Wahrer Wert
05.10.2023;11:15;05.10.2023;11:30;0,000;-;Wahrer Wert
05.10.2023;11:30;05.10.2023;11:45;0,000;-;Wahrer Wert
05.10.2023;11:45;05.10.2023;12:00;0,278;-;Wahrer Wert
05.10.2023;12:00;05.10.2023;12:15;0,325;-;Wahrer Wert
05.10.2023;12:15;05.10.2023;12:30;0,000;-;Wahrer Wert
05.10.2023;12:30;05.10.2023;12:45;0,000;-;Wahrer Wert
05.10.2023;12:45;05.10.2023;13:00;0,000;-;Wahrer Wert
05.10.2023;13:00;05.10.2023;13:15;0,000;-;Wahrer Wert
05.10.2023;13:15;05.10.2023;13:30;0,000;-;Wahrer Wert
05.10.2023;13:30;05.10.2023;13:45;0,000;-;Wahrer Wert
05.10.2023;13:45;05.10.2023;14:00;0,000;-;Wahrer Wert
05.10.2023;14:00;05.10.2023;14:15;0,000;-;Wahrer Wert
05.10.2023;14:15;05.10.2023;14:30;0,000;-;Wahrer Wert
05.10.2023;14:30;05.10.2023;14:45;0,000;-;Wahrer Wert
05.10.2023;14:45;05.10.2023;15:00;0,000;-;Wahrer Wert
05.10.2023;15:00;05.10.2023;15:15;0,000;-;Wahrer Wert
05.10.2023;15:15;05.10.2023;15:30;0,000;-;Wahrer Wert
05.10.2023;15:30;05.10.2023;15:45;0,000;-;Wahrer Wert
05.10.2023;15:45;05.10.2023;16:00;0,000;-;Wahrer Wert
05.10.2023;16:00;05.10.2023;16:15;0,000;-;Wahrer Wert
05.10.2023;16:15;05.10.2023;16:30;0,001;-;Wahrer Wert
05.10.2023;16:30;05.10.2023;16:45;0,022;-;Wahrer Wert
05.10.2023;16:45;05.10.2023;17:00;0,003;-;Wahrer Wert
05.10.2023;17:00;05.10.2023;17:15;0,009;-;Wahrer Wert
05.10.2023;17:15;05.10.2023;17:30;0,049;-;Wahrer Wert
05.10.2023;17:30;05.10.2023;17:45;0,084;-;Wahrer Wert
05.10.2023;17:45;05.10.2023;18:00;0,060;-;Wahrer Wert
05.10.2023;18:00;05.10.2023;18:15;0,210;-;Wahrer Wert
05.10.2023;18:15;05.10.2023;18:30;0,076;-;Wahrer Wert
05.10.2023;18:30;05.10.2023;18:45;0,100;-;Wahrer Wert
05.10.2023;18:45;05.10.2023;19:00;0,099;-;Wahrer Wert
05.10.2023;19:00;05.10.2023;19:15;0,077;-;Wahrer Wert
05.10.2023;19:15;05.10.2023;19:30;0,070;-;Wahrer Wert
05.10.2023;19:30;05.10.2023;19:45;0,084;-;Wahrer Wert
05.10.2023;19:45;05.10.2023;20:00;0,098;-;Wahrer Wert
05.10.2023;20:00;05.10.2023;20:15;0,083;-;Wahrer Wert
05.10.2023;20:15;05.10.2023;20:30;0,079;-;Wahrer Wert
05.10.2023;20:30;05.10.2023;20:45;0,091;-;Wahrer Wert
05.10.2023;20:45;05.10.2023;21:00;0,093;-;Wahrer Wert
05.10.2023;21:00;05.10.2023;21:15;0,089;-;Wahrer Wert
05.10.2023;21:15;05.10.2023;21:30;0,086;-;Wahrer Wert
05.10.2023;21:30;05.10.2023;21:45;0,147;-;Wahrer Wert
05.10.2023;21:45;05.10.2023;22:00;0,154;-;Wahrer Wert
05.10.2023;22:00;05.10.2023;22:15;0,146;-;Wahrer Wert
05.10.2023;22:15;05.10.2023;22:30;0,125;-;Wahrer Wert
05.10.2023;22:30;05.10.2023;22:45;0,127;-;Wahrer Wert
05.10.2023;22:45;05.10.2023;23:00;0,071;-;Wahrer Wert
05.10.2023;23:00;05.10.2023;23:15;0,084;-;Wahrer Wert
05.10.2023;23:15;05.10.2023;23:30;0,073;-;Wahrer Wert
05.10.2023;23:30;05.10.2023;23:45;0,061;-;Wahrer Wert
05.10.2023;23:45;06.10.2023;00:00;0,059;-;Wahrer Wert
06.10.2023;00:00;06.10.2023;00:15;0,077;-;Wahrer Wert
06.10.2023;00:15;06.10.2023;00:30;0,072;-;Wahrer Wert
06.10.2023;00:30;06.10.2023;00:45;0,064;-;Wahrer Wert
06.10.2023;00:45;06.10.2023;01:00;0,059;-;Wahrer Wert
06.10.2023;01:00;06.10.2023;01:15;0,060;-;Wahrer Wert
06.10.2023;01:15;06.10.2023;01:30;0,075;-;Wahrer Wert
06.10.2023;01:30;06.10.2023;01:45;0,064;-;Wahrer Wert
06.10.2023;01:45;06.10.2023;02:00;0,053;-;Wahrer Wert
06.10.2023;02:00;06.10.2023;02:15;0,063;-;Wahrer Wert
06.10.2023;02:15;06.10.2023;02:30;0,063;-;Wahrer Wert
06.10.2023;02:30;06.10.2023;02:45;0,076;-;Wahrer Wert
06.10.2023;02:45;06.10.2023;03:00;0,054;-;Wahrer Wert
06.10.2023;03:00;06.10.2023;03:15;0,063;-;Wahrer Wert
06.10.2023;03:15;06.10.2023;03:30;0,065;-;Wahrer Wert
06.10.2023;03:30;06.10.2023;03:45;0,081;-;Wahrer Wert
06.10.2023;03:45;06.10.2023;04:00;0,057;-;Wahrer Wert
06.10.2023;04:00;06.10.2023;04:15;0,063;-;Wahrer Wert
06.10.2023;04:15;06.10.2023;04:30;0,048;-;Wahrer Wert
06.10.2023;04:30;06.10.2023;04:45;0,081;-;Wahrer Wert
06.10.2023;04:45;06.10.2023;05:00;0,058;-;Wahrer Wert
06.10.2023;05:00;06.10.2023;05:15;0,060;-;Wahrer Wert
06.10.2023;05:15;06.10.2023;05:30;0,055;-;Wahrer Wert
06.10.2023;05:30;06.10.2023;05:45;0,066;-;Wahrer Wert
06.10.2023;05:45;06.10.2023;06:00;0,071;-;Wahrer Wert
06.10.2023;06:00;06.10.2023;06:15;0,066;-;Wahrer Wert
06.10.2023;06:15;06.10.2023;06:30;0,072;-;Wahrer Wert
06.10.2023;06:30;06.10.2023;06:45;0,086;-;Wahrer Wert
06.10.2023;06:45;06.10.2023;07:00;0,088;-;Wahrer Wert
06.10.2023;07:00;06.10.2023;07:15;0,067;-;Wahrer Wert
06.10.2023;07:15;06.10.2023;07:30;0,047;-;Wahrer Wert
06.10.2023;07:30;06.10.2023;07:45;0,045;-;Wahrer Wert
06.10.2023;07:45;06.10.2023;08:00;0,043;-;Wahrer Wert
06.10.2023;08:00;06.10.2023;08:15;0,031;-;Wahrer Wert
06.10.2023;08:15;06.10.2023;08:30;0,005;-;Wahrer Wert
06.10.2023;08:30;06.10.2023;08:45;0,001;-;Wahrer Wert
06.10.2023;08:45;06.10.2023;09:00;0,000;-;Wahrer Wert
06.10.2023;09:00;06.10.2023;09:15;0,000;-;Wahrer Wert
06.10.2023;09:15;06.10.2023;09:30;0,000;-;Wahrer Wert
06.10.2023;09:30;06.10.2023;09:45;0,000;-;Wahrer Wert
06.10.2023;09:45;06.10.2023;10:00;0,000;-;Wahrer Wert
06.10.2023;10:00;06.10.2023;10:15;0,000;-;Wahrer Wert
06.10.2023;10:15;06.10.2023;10:30;0,000;-;Wahrer Wert
06.10.2023;10:30;06.10.2023;10:45;0,000;-;Wahrer Wert
06.10.2023;10:45;06.10.2023;11:00;0,000;-;Wahrer Wert
06.10.2023;11:00;06.10.2023;11:15;0,000;-;Wahrer Wert
06.10.2023;11:15;06.10.2023;11:30;0,000;-;Wahrer Wert
06.10.2023;11:30;06.10.2023;11:45;0,071;-;Wahrer Wert
06.10.2023;11:45;06.10.2023;12:00;0,059;-;Wahrer Wert
06.10.2023;12:00;06.10.2023;12:15;0,000;-;Wahrer Wert
06.10.2023;12:15;06.10.2023;12:30;0,000;-;Wahrer Wert
06.10.2023;12:30;06.10.2023;12:45;0,000;-;Wahrer Wert
06.10.2023;12:45;06.10.2023;13:00;0,000;-;Wahrer Wert
06.10.2023;13:00;06.10.2023;13:15;0,000;-;Wahrer Wert
06.10.2023;13:15;06.10.2023;13:30;0,000;-;Wahrer Wert
06.10.2023;13:30;06.10.2023;13:45;0,000;-;Wahrer Wert
06.10.2023;13:45;06.10.2023;14:00;0,045;-;Wahrer Wert
06.10.2023;14:00;06.10.2023;14:15;0,108;-;Wahrer Wert
06.10.2023;14:15;06.10.2023;14:30;0,170;-;Wahrer Wert
06.10.2023;14:30;06.10.2023;14:45;0,131;-;Wahrer Wert
06.10.2023;14:45;06.10.2023;15:00;0,004;-;Wahrer Wert
06.10.2023;15:00;06.10.2023;15:15;0,000;-;Wahrer Wert
06.10.2023;15:15;06.10.2023;15:30;0,034;-;Wahrer Wert
06.10.2023;15:30;06.10.2023;15:45;0,074;-;Wahrer Wert
06.10.2023;15:45;06.10.2023;16:00;0,081;-;Wahrer Wert
06.10.2023;16:00;06.10.2023;16:15;0,083;-;Wahrer Wert
06.10.2023;16:15;06.10.2023;16:30;0,250;-;Wahrer Wert
06.10.2023;16:30;06.10.2023;16:45;0,392;-;Wahrer Wert
06.10.2023;16:45;06.10.2023;17:00;0,430;-;Wahrer Wert
06.10.2023;17:00;06.10.2023;17:15;0,181;-;Wahrer Wert
06.10.2023;17:15;06.10.2023;17:30;0,051;-;Wahrer Wert
06.10.2023;17:30;06.10.2023;17:45;0,088;-;Wahrer Wert
06.10.2023;17:45;06.10.2023;18:00;0,061;-;Wahrer Wert
06.10.2023;18:00;06.10.2023;18:15;0,071;-;Wahrer Wert
06.10.2023;18:15;06.10.2023;18:30;0,085;-;Wahrer Wert
06.10.2023;18:30;06.10.2023;18:45;0,088;-;Wahrer Wert
06.10.2023;18:45;06.10.2023;19:00;0,085;-;Wahrer Wert
06.10.2023;19:00;06.10.2023;19:15;0,092;-;Wahrer Wert
06.10.2023;19:15;06.10.2023;19:30;0,072;-;Wahrer Wert
06.10.2023;19:30;06.10.2023;19:45;0,081;-;Wahrer Wert
06.10.2023;19:45;06.10.2023;20:00;0,084;-;Wahrer Wert
06.10.2023;20:00;06.10.2023;20:15;0,106;-;Wahrer Wert
06.10.2023;20:15;06.10.2023;20:30;0,094;-;Wahrer Wert
06.10.2023;20:30;06.10.2023;20:45;0,217;-;Wahrer Wert
06.10.2023;20:45;06.10.2023;21:00;0,671;-;Wahrer Wert
06.10.2023;21:00;06.10.2023;21:15;0,213;-;Wahrer Wert
06.10.2023;21:15;06.10.2023;21:30;0,091;-;Wahrer Wert
06.10.2023;21:30;06.10.2023;21:45;0,086;-;Wahrer Wert
06.10.2023;21:45;06.10.2023;22:00;0,084;-;Wahrer Wert
06.10.2023;22:00;06.10.2023;22:15;0,088;-;Wahrer Wert
06.10.2023;22:15;06.10.2023;22:30;0,096;-;Wahrer Wert
06.10.2023;22:30;06.10.2023;22:45;0,085;-;Wahrer Wert
06.10.2023;22:45;06.10.2023;23:00;0,084;-;Wahrer Wert
06.10.2023;23:00;06.10.2023;23:15;0,077;-;Wahrer Wert
06.10.2023;23:15;06.10.2023;23:30;0,083;-;Wahrer Wert
06.10.2023;23:30;06.10.2023;23:45;0,079;-;Wahrer Wert
06.10.2023;23:45;07.10.2023;00:00;0,064;-;Wahrer Wert
07.10.2023;00:00;07.10.2023;00:15;0,061;-;Wahrer Wert
07.10.2023;00:15;07.10.2023;00:30;0,066;-;Wahrer Wert
07.10.2023;00:30;07.10.2023;00:45;0,076;-;Wahrer Wert
07.10.2023;00:45;07.10.2023;01:00;0,064;-;Wahrer Wert
07.10.2023;01:00;07.10.2023;01:15;0,052;-;Wahrer Wert
07.10.2023;01:15;07.10.2023;01:30;0,064;-;Wahrer Wert
07.10.2023;01:30;07.10.2023;01:45;0,073;-;Wahrer Wert
07.10.2023;01:45;07.10.2023;02:00;0,070;-;Wahrer Wert
07.10.2023;02:00;07.10.2023;02:15;0,054;-;Wahrer Wert
07.10.2023;02:15;07.10.2023;02:30;0,066;-;Wahrer Wert
07.10.2023;02:30;07.10.2023;02:45;0,062;-;Wahrer Wert
07.10.2023;02:45;07.10.2023;03:00;0,082;-;Wahrer Wert
07.10.2023;03:00;07.10.2023;03:15;0,059;-;Wahrer Wert
07.10.2023;03:15;07.10.2023;03:30;0,064;-;Wahrer Wert
07.10.2023;03:30;07.10.2023;03:45;0,061;-;Wahrer Wert
07.10.2023;03:45;07.10.2023;04:00;0,087;-;Wahrer Wert
07.10.2023;04:00;07.10.2023;04:15;0,056;-;Wahrer Wert
07.10.2023;04:15;07.10.2023;04:30;0,062;-;Wahrer Wert
07.10.2023;04:30;07.10.2023;04:45;0,059;-;Wahrer Wert
07.10.2023;04:45;07.10.2023;05:00;0,073;-;Wahrer Wert
07.10.2023;05:00;07.10.2023;05:15;0,070;-;Wahrer Wert
07.10.2023;05:15;07.10.2023;05:30;0,058;-;Wahrer Wert
07.10.2023;05:30;07.10.2023;05:45;0,057;-;Wahrer Wert
07.10.2023;05:45;07.10.2023;06:00;0,067;-;Wahrer Wert
07.10.2023;06:00;07.10.2023;06:15;0,076;-;Wahrer Wert
07.10.2023;06:15;07.10.2023;06:30;0,057;-;Wahrer Wert
07.10.2023;06:30;07.10.2023;06:45;0,062;-;Wahrer Wert
07.10.2023;06:45;07.10.2023;07:00;0,051;-;Wahrer Wert
07.10.2023;07:00;07.10.2023;07:15;0,073;-;Wahrer Wert
07.10.2023;07:15;07.10.2023;07:30;0,039;-;Wahrer Wert
07.10.2023;07:30;07.10.2023;07:45;0,028;-;Wahrer Wert
07.10.2023;07:45;07.10.2023;08:00;0,018;-;Wahrer Wert
07.10.2023;08:00;07.10.2023;08:15;0,043;-;Wahrer Wert
07.10.2023;08:15;07.10.2023;08:30;0,031;-;Wahrer Wert
07.10.2023;08:30;07.10.2023;08:45;0,001;-;Wahrer Wert
07.10.2023;08:45;07.10.2023;09:00;0,004;-;Wahrer Wert
07.10.2023;09:00;07.10.2023;09:15;0,040;-;Wahrer Wert
07.10.2023;09:15;07.10.2023;09:30;0,000;-;Wahrer Wert
07.10.2023;09:30;07.10.2023;09:45;0,000;-;Wahrer Wert
07.10.2023;09:45;07.10.2023;10:00;0,000;-;Wahrer Wert
07.10.2023;10:00;07.10.2023;10:15;0,000;-;Wahrer Wert
07.10.2023;10:15;07.10.2023;10:30;0,053;-;Wahrer Wert
07.10.2023;10:30;07.10.2023;10:45;0,010;-;Wahrer Wert
07.10.2023;10:45;07.10.2023;11:00;0,000;-;Wahrer Wert
07.10.2023;11:00;07.10.2023;11:15;0,000;-;Wahrer Wert
07.10.2023;11:15;07.10.2023;11:30;0,003;-;Wahrer Wert
07.10.2023;11:30;07.10.2023;11:45;0,359;-;Wahrer Wert
07.10.2023;11:45;07.10.2023;12:00;0,618;-;Wahrer Wert
07.10.2023;12:00;07.10.2023;12:15;0,055;-;Wahrer Wert
07.10.2023;12:15;07.10.2023;12:30;0,081;-;Wahrer Wert
07.10.2023;12:30;07.10.2023;12:45;0,066;-;Wahrer Wert
07.10.2023;12:45;07.10.2023;13:00;0,042;-;Wahrer Wert
07.10.2023;13:00;07.10.2023;13:15;0,032;-;Wahrer Wert
07.10.2023;13:15;07.10.2023;13:30;0,000;-;Wahrer Wert
07.10.2023;13:30;07.10.2023;13:45;0,000;-;Wahrer Wert
07.10.2023;13:45;07.10.2023;14:00;0,000;-;Wahrer Wert
07.10.2023;14:00;07.10.2023;14:15;0,000;-;Wahrer Wert
07.10.2023;14:15;07.10.2023;14:30;0,000;-;Wahrer Wert
07.10.2023;14:30;07.10.2023;14:45;0,000;-;Wahrer Wert
07.10.2023;14:45;07.10.2023;15:00;0,036;-;Wahrer Wert
07.10.2023;15:00;07.10.2023;15:15;0,003;-;Wahrer Wert
07.10.2023;15:15;07.10.2023;15:30;0,011;-;Wahrer Wert
07.10.2023;15:30;07.10.2023;15:45;0,000;-;Wahrer Wert
07.10.2023;15:45;07.10.2023;16:00;0,000;-;Wahrer Wert
07.10.2023;16:00;07.10.2023;16:15;0,000;-;Wahrer Wert
07.10.2023;16:15;07.10.2023;16:30;0,000;-;Wahrer Wert
07.10.2023;16:30;07.10.2023;16:45;0,004;-;Wahrer Wert
07.10.2023;16:45;07.10.2023;17:00;0,138;-;Wahrer Wert
07.10.2023;17:00;07.10.2023;17:15;0,256;-;Wahrer Wert
07.10.2023;17:15;07.10.2023;17:30;0,134;-;Wahrer Wert
07.10.2023;17:30;07.10.2023;17:45;0,158;-;Wahrer Wert
07.10.2023;17:45;07.10.2023;18:00;0,281;-;Wahrer Wert
07.10.2023;18:00;07.10.2023;18:15;0,323;-;Wahrer Wert
07.10.2023;18:15;07.10.2023;18:30;0,166;-;Wahrer Wert
07.10.2023;18:30;07.10.2023;18:45;0,141;-;Wahrer Wert
07.10.2023;18:45;07.10.2023;19:00;0,117;-;Wahrer Wert
07.10.2023;19:00;07.10.2023;19:15;0,075;-;Wahrer Wert
07.10.2023;19:15;07.10.2023;19:30;0,114;-;Wahrer Wert
07.10.2023;19:30;07.10.2023;19:45;0,089;-;Wahrer Wert
07.10.2023;19:45;07.10.2023;20:00;0,079;-;Wahrer Wert
07.10.2023;20:00;07.10.2023;20:15;0,074;-;Wahrer Wert
07.10.2023;20:15;07.10.2023;20:30;0,091;-;Wahrer Wert
07.10.2023;20:30;07.10.2023;20:45;0,111;-;Wahrer Wert
07.10.2023;20:45;07.10.2023;21:00;0,112;-;Wahrer Wert
07.10.2023;21:00;07.10.2023;21:15;0,111;-;Wahrer Wert
07.10.2023;21:15;07.10.2023;21:30;0,130;-;Wahrer Wert
07.10.2023;21:30;07.10.2023;21:45;0,119;-;Wahrer Wert
07.10.2023;21:45;07.10.2023;22:00;0,098;-;Wahrer Wert
07.10.2023;22:00;07.10.2023;22:15;0,077;-;Wahrer Wert
07.10.2023;22:15;07.10.2023;22:30;0,088;-;Wahrer Wert
07.10.2023;22:30;07.10.2023;22:45;0,100;-;Wahrer Wert
07.10.2023;22:45;07.10.2023;23:00;0,079;-;Wahrer Wert
07.10.2023;23:00;07.10.2023;23:15;0,066;-;Wahrer Wert
07.10.2023;23:15;07.10.2023;23:30;0,066;-;Wahrer Wert
07.10.2023;23:30;07.10.2023;23:45;0,073;-;Wahrer Wert
07.10.2023;23:45;08.10.2023;00:00;0,081;-;Wahrer Wert
08.10.2023;00:00;08.10.2023;00:15;0,060;-;Wahrer Wert
08.10.2023;00:15;08.10.2023;00:30;0,063;-;Wahrer Wert
08.10.2023;00:30;08.10.2023;00:45;0,060;-;Wahrer Wert
08.10.2023;00:45;08.10.2023;01:00;0,080;-;Wahrer Wert
08.10.2023;01:00;08.10.2023;01:15;0,063;-;Wahrer Wert
08.10.2023;01:15;08.10.2023;01:30;0,064;-;Wahrer Wert
08.10.2023;01:30;08.10.2023;01:45;0,058;-;Wahrer Wert
08.10.2023;01:45;08.10.2023;02:00;0,073;-;Wahrer Wert
08.10.2023;02:00;08.10.2023;02:15;0,071;-;Wahrer Wert
08.10.2023;02:15;08.10.2023;02:30;0,065;-;Wahrer Wert
08.10.2023;02:30;08.10.2023;02:45;0,055;-;Wahrer Wert
08.10.2023;02:45;08.10.2023;03:00;0,068;-;Wahrer Wert
08.10.2023;03:00;08.10.2023;03:15;0,077;-;Wahrer Wert
08.10.2023;03:15;08.10.2023;03:30;0,069;-;Wahrer Wert
08.10.2023;03:30;08.10.2023;03:45;0,058;-;Wahrer Wert
08.10.2023;03:45;08.10.2023;04:00;0,069;-;Wahrer Wert
08.10.2023;04:00;08.10.2023;04:15;0,067;-;Wahrer Wert
08.10.2023;04:15;08.10.2023;04:30;0,077;-;Wahrer Wert
08.10.2023;04:30;08.10.2023;04:45;0,055;-;Wahrer Wert
08.10.2023;04:45;08.10.2023;05:00;0,062;-;Wahrer Wert
08.10.2023;05:00;08.10.2023;05:15;0,065;-;Wahrer Wert
08.10.2023;05:15;08.10.2023;05:30;0,078;-;Wahrer Wert
08.10.2023;05:30;08.10.2023;05:45;0,056;-;Wahrer Wert
08.10.2023;05:45;08.10.2023;06:00;0,062;-;Wahrer Wert
08.10.2023;06:00;08.10.2023;06:15;0,056;-;Wahrer Wert
08.10.2023;06:15;08.10.2023;06:30;0,081;-;Wahrer Wert
08.10.2023;06:30;08.10.2023;06:45;0,062;-;Wahrer Wert
08.10.2023;06:45;08.10.2023;07:00;0,061;-;Wahrer Wert
08.10.2023;07:00;08.10.2023;07:15;0,060;-;Wahrer Wert
08.10.2023;07:15;08.10.2023;07:30;0,057;-;Wahrer Wert
08.10.2023;07:30;08.10.2023;07:45;0,053;-;Wahrer Wert
08.10.2023;07:45;08.10.2023;08:00;0,009;-;Wahrer Wert
08.10.2023;08:00;08.10.2023;08:15;0,040;-;Wahrer Wert
08.10.2023;08:15;08.10.2023;08:30;0,001;-;Wahrer Wert
08.10.2023;08:30;08.10.2023;08:45;0,141;-;Wahrer Wert
08.10.2023;08:45;08.10.2023;09:00;0,005;-;Wahrer Wert
08.10.2023;09:00;08.10.2023;09:15;0,066;-;Wahrer Wert
08.10.2023;09:15;08.10.2023;09:30;0,050;-;Wahrer Wert
08.10.2023;09:30;08.10.2023;09:45;0,079;-;Wahrer Wert
08.10.2023;09:45;08.10.2023;10:00;0,000;-;Wahrer Wert
08.10.2023;10:00;08.10.2023;10:15;0,008;-;Wahrer Wert
08.10.2023;10:15;08.10.2023;10:30;0,052;-;Wahrer Wert
08.10.2023;10:30;08.10.2023;10:45;0,026;-;Wahrer Wert
08.10.2023;10:45;08.10.2023;11:00;0,065;-;Wahrer Wert
08.10.2023;11:00;08.10.2023;11:15;0,003;-;Wahrer Wert
08.10.2023;11:15;08.10.2023;11:30;0,004;-;Wahrer Wert
